arquivo,acuracia_proxy,modo_proxy,vetorizador,classificador,hiperparams
submission_t0247_cv_proxy0.6209_count_mnb.csv,0.6209120121109738,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.95, max_features=10000,\n                                 ngram_range=(1, 2))),\n                ('clf', MultinomialNB(alpha=0.02))])""}"
submission_t0378_cv_proxy0.6208_count_mnb.csv,0.6207632117924533,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.85, min_df=3, ngram_range=(1, 2))),\n                ('clf', MultinomialNB(alpha=0.15))])""}"
submission_t0396_cv_proxy0.6208_count_mnb.csv,0.6207630993205573,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_features=15000, min_df=3,\n                                 ngram_range=(1, 2))),\n                ('clf', MultinomialNB(alpha=0.75))])""}"
submission_t0332_cv_proxy0.6208_tfidf_mnb.csv,0.620762761904869,cv,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.9, max_features=50000, min_df=2,\n                                 ngram_range=(1, 2), stop_words='english')),\n                ('clf', MultinomialNB(alpha=0.75))])""}"
submission_t0137_cv_proxy0.6206_count_mnb.csv,0.6206123869798035,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.9, max_features=30000, min_df=3)),\n                ('clf', MultinomialNB(alpha=0.75))])""}"
submission_t0270_cv_proxy0.6205_tfidf_mnb.csv,0.6204633617174908,cv,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.9, min_df=3, ngram_range=(1, 2),\n                                 sublinear_tf=True)),\n                ('clf', MultinomialNB(alpha=0.02))])""}"
submission_t0025_cv_proxy0.6203_count_mnb.csv,0.620312761848633,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.95, max_features=20000, min_df=2,\n                                 stop_words='english')),\n                ('clf', MultinomialNB())])""}"
submission_t0265_cv_proxy0.6203_count_mnb.csv,0.620312761848633,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.9, min_df=2, stop_words='english')),\n                ('clf', MultinomialNB())])""}"
submission_t0012_cv_proxy0.6203_count_mnb.csv,0.620312761848633,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.95, min_df=2, stop_words='english')),\n                ('clf', MultinomialNB())])""}"
submission_t0193_cv_proxy0.6203_count_mnb.csv,0.6203115246577762,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.95, max_features=30000,\n                                 ngram_range=(1, 2), stop_words='english')),\n                ('clf', MultinomialNB())])""}"
submission_t0257_cv_proxy0.6202_tfidf_mnb.csv,0.6201626118673597,cv,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.9, max_features=50000, min_df=2,\n                                 stop_words='english', sublinear_tf=True)),\n                ('clf', MultinomialNB(alpha=0.75))])""}"
submission_t0223_cv_proxy0.6202_tfidf_mnb.csv,0.6201626118673597,cv,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.85, min_df=2, stop_words='english',\n                                 sublinear_tf=True)),\n                ('clf', MultinomialNB(alpha=0.75))])""}"
submission_t0289_cv_proxy0.6202_tfidf_mnb.csv,0.6201626118673597,cv,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.9, min_df=2, stop_words='english',\n                                 sublinear_tf=True)),\n                ('clf', MultinomialNB(alpha=0.75))])""}"
submission_t0288_cv_proxy0.6202_count_mnb.csv,0.6201620495078792,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.85, min_df=2, ngram_range=(1, 2))),\n                ('clf', MultinomialNB(alpha=0.02))])""}"
submission_t0344_cv_proxy0.6202_count_mnb.csv,0.6201620495078792,cv,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.95, max_features=30000, min_df=2,\n                                 ngram_range=(1, 2))),\n                ('clf', MultinomialNB(alpha=0.02))])""}"
submission_t0411_cv_proxy0.6197_tfidf_mnb.csv,0.6197106997888902,cv,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_features=50000, ngram_range=(1, 2),\n                                 sublinear_tf=True)),\n                ('clf', MultinomialNB(alpha=0.02))])""}"
